SOATO	NAME	OBL	RAION	SOVET	TIP	GNI	DATAV	SOATON	DATEL	MAL
4256813081	Окушковщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	х.	518	27.09.2002			
4256813086	Ордея	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813091	Острово	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813096	Полянка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	х.	518	27.09.2002			
4256813101	Рацевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813106	Ротковичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813111	Рудня	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813116	Селец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813121	Селище	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813126	Студенец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813131	Угляны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813136	Хавсты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813141	Шостаки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813146	Щани	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256813151	Ягодново	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Войстомский	д.	518	27.09.2002			
4256817001	Айцвилы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817006	Андреевцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817011	Березы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817016	Боровые	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817021	Будилки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817026	Буянцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817031	Войниденяты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817036	Гаравишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817041	Гориденяты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817046	Городьково	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817051	Данюшево	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817056	Дарище	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817061	Девятни	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817066	Дексна	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817071	Дубатовка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817076	Дубки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817081	Жодишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	аг.	518	27.09.2002			2
4256817086	Заблотье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817091	Завелье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817096	Козеняты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817101	Козярники	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817106	Колпея	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817111	Копачи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817116	Марковцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817121	Мель	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817126	Новая Рудня	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817131	Ортиха	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817136	Осинишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817141	Ошмянец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817146	Пиловойти	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817151	Пильцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817156	Плавушка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817161	Погорье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817166	Поляны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817171	Понижаны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817176	Постарини-III	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817181	Працуты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817186	Расло	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817196	Селище	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817201	Селятичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817206	Сентеняты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817211	Соколец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817216	Сосновка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817221	Соченяты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817226	Ставбутево	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817231	Сыроватки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817236	Трилесина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817241	Укропенка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817246	Хвоецковщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817251	Хотиловичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	д.	518	27.09.2002			
4256817256	Черная Лужа	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817261	Черный Бор	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256817266	Черняты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Жодишковский	х.	518	27.09.2002			
4256820001	Амелино	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820006	Базары	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820011	Байбы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820016	Белая	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820021	Большая Мысса	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820026	Ветхово	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820031	Залесье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	аг.	518	27.09.2002			2
4256820036	Зарудичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820041	Клиденяты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820046	Коммунарка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820051	Мигули	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820056	Михневичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820061	Михничи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820066	Мыксы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820071	Оленец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820076	Олешишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820081	Перебновичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820086	Перевозы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820091	Светоч	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820096	Свиридовичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820101	Сукневичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820106	Шутовичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256820111	Яневичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Залесский	д.	518	27.09.2002			
4256824001	Аславеняты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824006	Белевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824007	Белковщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824011	Березняки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824013	Василевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824016	Васюки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824021	Гаути	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824022	Глинно	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824025	Голешонки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824026	Затишье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824028	Караваи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824031	Корени	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824032	Красное	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824033	Кулаково	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824034	Левки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824036	Лисичино	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824041	Лубянка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824046	Матюляны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824048	Новинка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824051	Ореховка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824053	Осиновка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824061	Осиновщизна	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	аг.	518	25.06.2010	4256824061		2
4256824066	Перевесье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824071	Погорельщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824076	Подзеленая	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824078	Понара	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824081	Рыбаки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824083	Сазоны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824086	Светляны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824088	Слабсны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824091	Смолярня	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824092	Студенец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824093	Стымони	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824094	Талмутишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824095	Татарщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824096	Шематово	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256824097	Харуково	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824098	Хвецевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824099	Ходаки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824100	Хотени	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	23.12.2009			
4256824101	Яжги	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кореневский	д.	518	27.09.2002			
4256827001	Асаны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827003	Балобаны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827004	Битеняты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827005	Боярск	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827006	Вауки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827007	Веребушки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827008	Вишнёвка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827009	Вишнёвка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	23.12.2009			
4256827011	Войневичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827016	Войташи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827021	Гамзичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827023	Гейлеши	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827025	Головатишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	23.12.2009			
4256827026	Горовые	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827031	Дераки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827036	Дохны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827041	Дроздишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827046	Ермаки 1	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827056	Жменьки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827061	Каменица	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827066	Карачевщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827071	Клышки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827076	Касымово	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827078	Коптевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827079	Коренды	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827080	Кочаны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827081	Крево	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	аг.	518	27.09.2002			2
4256827086	Кривск	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827088	Круглянка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827091	Кунцевщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827092	Куты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827096	Ленковщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827101	Леанполье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	03.04.2007			
4256827106	Лошаны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827109	Малявичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827111	Микулевщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827114	Милейково	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827116	Милидовщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827121	Мирклишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827126	Монтатишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827131	Мысинщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827136	Неровка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827137	Новосёлки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827138	Ордаши	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	аг.	518	23.12.2009			
4256827139	Орленяты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827140	Османовка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	23.12.2009			
4256827141	Понарка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827142	Переходы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827146	Полторовщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827151	Попелевичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827156	Раковцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827161	Ракутево	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827166	Римтели	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827168	Ровок	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827176	Середи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827181	Скирдимы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827186	Старые Боруны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827191	Томасовка	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827193	Труханово	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827196	Франополь	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827201	Харловщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827206	Чаботки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827208	Четырки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	23.12.2009			
4256827211	Чухны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	д.	518	27.09.2002			
4256827216	Шимаки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256827221	Шлямки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Кревский	х.	518	27.09.2002			
4256845006	Богуши	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845011	Бурчаки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845016	Весенняя	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845021	Горбачи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845026	Загорье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845031	Калюги	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	х.	518	27.09.2002			
4256845036	Кевлы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845041	Коты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845046	Кунава	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845051	Ласовичи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845056	Новоспасск	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845061	Понизье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845066	Пасынки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845071	Селец	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845076	Сивица	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845081	Сивки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845086	Синьки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	аг.	518	27.09.2002			2
4256845091	Сутьково	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845096	Танщина	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
4256845101	Терешки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Синьковский	д.	518	27.09.2002			
