SOATO	NAME	OBL	RAION	SOVET	TIP	GNI	DATAV	SOATON	DATEL	MAL
1204555000	Городище	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский		гп	202	27.09.2002			3
1204755001	Арабовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	аг.	202	27.09.2002			2
1204755006	Болтичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755011	Бриксичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755016	Великое Село	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755021	Гарановичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755026	Грибовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755031	Душковцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755036	Зеленая	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755041	Кисели	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755046	Колдычево	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755051	Конюшовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755056	Микуличи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755061	Мостытычи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755066	Насейки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755071	Новоселки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755076	Омневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755081	Поручин	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755086	Пруды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755091	Станкевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204755096	Ясенец	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Городищенский поселковый Совет	д.	202	27.09.2002			
1204804011	Великие Луки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804016	Грабовец	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804021	Кабушкина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	п.	202	27.09.2002			
1204804026	Копани	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804031	Крыжики	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804041	Малые Луки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804046	Новые Луки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204804051	Русино	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	аг.	202	27.09.2002			2
1204804056	Яново	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Великолукский	д.	202	27.09.2002			
1204807006	Бартники	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807011	Верхнее Чернихово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807016	Вольно	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	аг.	202	27.09.2002			2
1204807021	Голынка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807026	Задвея	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807031	Залесье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807036	Лихосельцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807041	Нагорное	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	03.04.2007			
1204807046	Нижнее Чернихово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807051	Озерец	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807056	Рабковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807061	Россошь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	х.	202	27.09.2002			
1204807066	Савичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807071	Тишковцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204807076	Чернихово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Вольновский	д.	202	27.09.2002			
1204811006	Богуши	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811011	Гирмантовцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	аг.	202	27.09.2002			2
1204811016	Жабинцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811021	Железница	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811026	Ковши	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811031	Красевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811036	Крепочи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811041	Лозы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811046	Нагорная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811051	Нестеры	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811056	Новинки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811061	Огородники	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811066	Селявичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204811071	Слабожаны	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	03.04.2007			
1204811076	Соколовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Гирмантовский	д.	202	27.09.2002			
1204815001	Альбинки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815006	Бор	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815011	Важгинты	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815016	Гордейчики	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815021	Деколы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815026	Детковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815031	Дубище	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815036	Жемчужный	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	аг.	202	27.09.2002			2
1204815041	Зверовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815051	Небыты	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815056	Переносины	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815061	Свираны	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815066	Севрюки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815071	Сосновая	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815076	Спочинок	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815081	Тепливоды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204815086	Тиунцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Жемчужненский	д.	202	27.09.2002			
1204820006	Бытковщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820011	Вызорок	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	03.04.2007			
1204820016	Высадовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820021	Гречихи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820026	Карчево	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	аг.	202	27.09.2002			2
1204820031	Кутовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820036	Митропольщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820041	Олизаровщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820046	Пенчин	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820051	Переволока	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820061	Рудаши	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820066	Скробово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204820071	Советский	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	п.	202	27.09.2002			
1204820076	Трацевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Карчевский	д.	202	27.09.2002			
1204826001	Адаховщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826006	Анисимовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826011	Антоново	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826016	Большая Колпеница	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826021	Гирово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826026	Дубово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826031	Забродье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826036	Лавриновичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826041	Малая Колпеница	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826046	Новый Свет	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204826051	Якимовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Колпеницкий	д.	202	27.09.2002			
1204830021	Дубровно	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830026	Залюбичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830031	Кломпики	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830036	Крошин	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	аг.	202	27.09.2002			2
1204830041	Макаши	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830046	Ольсевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830051	Подлесейки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830056	Придатки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830061	Скарчево	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830066	Старый Двор	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830071	Уласы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830076	Юшковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204830081	Ятвезь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Крошинский	д.	202	27.09.2002			
1204835006	Березовка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835009	Грицевец	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	снп	202	03.04.2007			
1204835011	Груды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835016	Гута	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835021	Лесино	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835026	Лесная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	аг.	202	27.09.2002			2
1204835031	Павлиново	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835036	Свояшки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204835041	Тартаки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Леснянский	д.	202	27.09.2002			
1204839006	Большая Волохва	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839011	Глинище	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839016	Емельяновка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839021	Замошье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839026	Кунцевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839031	Малаховцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839036	Малая Волохва	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839041	Мирный	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	аг.	202	27.09.2002			2
1204839046	Млынок	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839051	Светлый	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	п.	202	27.09.2002			
1204839056	Скварчицы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839061	Узноги	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204839066	Ястрембель	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Малаховецкий	д.	202	27.09.2002			
1204845036	Заосье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845041	Круглики	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845046	Меденевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845051	Мелеховичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845056	Михновщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845061	Новые Войковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845066	Стайки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204845071	Старые Войковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Меденевичский	д.	202	27.09.2002			
1204850046	Колпаки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	д.	202	27.09.2002			
1204850051	Миловиды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	д.	202	27.09.2002			
1204850056	Подкриница	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	х.	202	27.09.2002			
1204850061	Подосовцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	д.	202	27.09.2002			
1204850066	Стрелово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	д.	202	27.09.2002			
1204850071	Ямично	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Миловидский	д.	202	27.09.2002			
1204854001	Андреевцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854006	Данейки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854011	Зоричи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854016	Катминовцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854021	Крупляны	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854026	Крутовцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854031	Кузевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854036	Малая Своротва	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854041	Мицкевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854046	Молчадь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854051	Савцевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854056	Сорговичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204854061	Стремиловщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Молчадский	д.	202	27.09.2002			
1204860006	Боровцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860011	Гинцевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860016	Деревная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860021	Дрогобыль	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860026	Звездная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860031	Козлякевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860036	Луговая	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860041	Мир	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	аг.	202	27.09.2002			2
1204860046	Могиляны	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860051	Новая Мышь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860056	Новый	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	п.	202	27.09.2002			
1204860061	Петревичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860066	Постаринье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860071	Приозерная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204860076	Тепливоды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Новомышский	д.	202	27.09.2002			
1204870021	Добрый Бор	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Подгорновский	д.	202	27.09.2002			
1204870026	Ежона	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Подгорновский	д.	202	03.04.2007			
1204870031	Колбовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Подгорновский	д.	202	27.09.2002			
1204870036	Подгорная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Подгорновский	д.	202	27.09.2002			
1204878071	Полонечка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонечковский	д.	202	27.09.2002			
1204878076	Репичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонечковский	д.	202	27.09.2002			
1204878081	Щербовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонечковский	д.	202	27.09.2002			
1204880011	Верхлесье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880016	Вершок	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880021	Елово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880026	Иванковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880031	Лотвичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880036	Перховичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	аг.	202	27.09.2002			2
1204880041	Полонка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880046	Серебрище	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880051	Скородинцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204880056	Ягодная	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Полонковский	д.	202	27.09.2002			
1204883006	Большая Своротва	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883011	Большие Пурневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883016	Буйневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883021	Гайбуты	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883026	Голевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883031	Голынка	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883036	Доброполь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883041	Дрозды	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883046	Емельяновичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883051	Зазерье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883056	Застаринье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883061	Козловичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883066	Малые Пурневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883071	Новоселки	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883076	Пархимовщина	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883081	Почапово	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883086	Сениченята	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883091	Черневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204883096	Ялуцевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Почаповский	д.	202	27.09.2002			
1204887006	Баратино	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Петковичский	д.	202	27.09.2002			
1204887011	Дудичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Петковичский	д.	202	27.09.2002			
1204887016	Ишколдь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Петковичский	д.	202	27.09.2002			
1204887021	Петковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Петковичский	д.	202	27.09.2002			
1204887026	Родковичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Петковичский	д.	202	27.09.2002			
1204890006	Большие Гатище	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890011	Домашевичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890016	Загорье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890021	Заполье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890026	Новики	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890031	Октябрьский	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	п.	202	27.09.2002			
